APM,Precision,AvgDistance,DamageTakenPerMin,DamageDealtPerMin,RangedRatio,DashPerMin,ShieldPerMin,TimeInRiskZone,RewardChosen,PerfilJugador
25.21,1.0,4.95,18.54,770.04,0.59,5.46,5.0,0.31,Max Health,Tactic
36.58,0.93,3.27,51.49,1178.87,0.41,14.16,5.35,0.46,Sword Damage,Expert
20.88,1.0,6.73,7.18,709.16,1.0,8.05,0.0,0.05,Shield,Tactic
49.12,0.78,3.36,237.03,1168.85,0.31,15.47,0.05,0.63,Bow Damage,Speedrunner
28.73,0.88,4.57,17.9,724.97,0.65,14.5,5.39,0.25,Velocity,Expert
42.24,0.6,3.63,123.49,604.19,0.26,1.27,5.77,0.52,Shield,Unskilful
53.62,0.79,3.09,201.37,1166.01,0.24,21.39,2.47,0.64,Health,Speedrunner
44.52,0.8,4.49,385.97,1110.01,0.23,9.81,3.49,0.29,Velocity,Speedrunner
29.06,1.0,5.32,49.05,987.48,0.57,8.05,6.62,0.22,Bow Damage,Expert
55.43,0.86,4.52,176.91,1218.65,0.35,13.7,4.54,0.47,Sword Damage,Speedrunner
60.06,1.0,3.27,272.14,1744.5,0.18,11.0,7.66,0.75,Max Health,Speedrunner
37.58,0.92,3.48,62.63,1283.93,0.5,12.53,3.13,0.32,Velocity,Speedrunner
35.65,0.93,3.36,131.15,1016.27,0.0,14.48,0.04,0.54,Velocity,Berserker
24.76,0.85,5.49,125.15,609.47,0.42,10.04,3.6,0.54,Bow Damage,Expert
34.14,0.84,4.54,109.17,744.92,0.51,9.43,0.95,0.3,Health,Expert
31.78,0.85,4.66,95.79,760.17,0.51,7.85,1.18,0.33,Health,Expert
39.9,0.89,4.05,261.86,810.08,0.0,15.01,0.0,0.68,Sword Damage,Berserker
48.74,0.89,3.72,132.78,1246.55,0.37,13.28,8.44,0.57,Bow Damage,Speedrunner
19.23,0.92,7.42,23.31,606.97,0.98,0.02,0.45,0.01,Max Health,Tactic
45.22,1.0,3.24,171.22,1334.18,0.34,16.48,2.69,0.54,Bow Damage,Speedrunner
39.99,1.0,4.41,130.5,1263.22,0.58,14.99,2.85,0.27,Sword Damage,Speedrunner
37.26,0.41,5.33,98.03,470.17,0.41,6.95,5.0,0.26,Health,Unskilful
29.53,0.84,3.8,180.45,712.27,0.39,3.97,5.29,0.48,Armor,Unskilful
49.44,0.94,2.86,51.68,1160.83,0.35,15.44,4.8,0.58,Sword Damage,Expert
27.85,0.85,5.52,102.39,1032.98,0.55,12.97,0.56,0.26,Bow Damage,Expert
51.26,0.9,3.01,248.35,1168.86,0.0,9.26,0.07,0.71,Health,Berserker
59.5,1.0,3.21,260.33,1710.72,0.19,11.16,7.44,0.71,Max Health,Speedrunner
46.31,0.94,2.2,263.55,1049.26,0.23,12.81,3.94,0.7,Bow Damage,Speedrunner
20.82,1.0,7.06,0.0,728.74,1.0,8.68,0.0,0.03,Bow Damage,Tactic
27.05,0.79,3.96,54.94,580.36,0.56,17.31,6.22,0.37,Bow Damage,Expert
29.91,0.84,5.07,43.97,763.29,0.57,15.34,5.12,0.25,Sword Damage,Expert
32.86,0.65,4.59,176.79,663.97,0.42,3.96,4.05,0.37,Armor,Unskilful
36.91,0.94,5.37,117.99,1313.99,0.26,11.05,2.02,0.3,Health,Expert
44.01,0.95,3.36,339.46,895.8,0.0,15.52,0.89,0.51,Sword Damage,Berserker
23.59,1.0,4.52,13.78,838.76,0.85,8.98,2.2,0.18,Max Health,Tactic
25.54,0.89,4.21,186.31,524.22,0.42,11.62,2.5,0.24,Sword Damage,Expert
36.5,0.47,5.01,102.38,499.26,0.36,9.06,5.03,0.17,Health,Unskilful
35.26,0.46,5.12,106.11,484.07,0.41,9.05,4.66,0.16,Health,Unskilful
69.06,0.78,3.72,110.04,1086.46,0.0,13.78,0.1,0.74,Sword Damage,Berserker
33.7,0.62,4.58,141.58,597.71,0.41,7.18,6.14,0.34,Shield,Unskilful
35.01,0.93,3.24,34.91,1243.45,0.4,15.38,4.78,0.46,Sword Damage,Expert
35.86,0.38,5.46,86.09,473.83,0.42,6.32,5.33,0.27,Health,Unskilful
22.66,0.91,5.26,21.91,1027.57,0.81,8.05,1.92,0.22,Health,Expert
32.46,0.66,5.27,146.08,627.8,0.39,6.54,2.42,0.1,Health,Unskilful
36.63,0.88,5.55,23.2,1003.18,0.51,8.95,7.08,0.28,Sword Damage,Expert
55.94,0.99,2.48,196.22,1625.99,0.24,14.91,7.05,0.62,Velocity,Speedrunner
53.31,0.72,4.07,79.29,1088.05,0.23,15.33,2.75,0.57,Max Health,Speedrunner
48.85,0.79,3.6,157.43,1200.33,0.32,14.24,5.56,0.49,Health,Speedrunner
71.53,0.91,4.09,239.68,1289.62,0.0,12.65,0.03,0.74,Sword Damage,Berserker
44.3,0.95,3.57,102.25,1135.39,0.45,9.79,7.18,0.48,Shield,Expert
35.21,1.0,3.97,72.48,1005.61,0.41,13.72,7.65,0.39,Sword Damage,Expert
69.41,0.86,2.57,222.64,1187.13,0.0,17.15,2.99,0.74,Armor,Berserker
64.42,0.94,3.21,254.23,1690.53,0.0,8.93,0.09,0.71,Velocity,Berserker
59.47,0.94,3.65,138.07,1307.2,0.0,18.79,0.0,0.71,Velocity,Berserker
29.91,0.93,4.81,89.0,1405.6,0.69,12.76,3.6,0.28,Health,Expert
40.38,0.89,3.88,254.24,837.49,0.0,13.46,0.0,0.67,Sword Damage,Berserker
27.16,1.0,5.51,145.11,1179.79,0.49,10.68,3.24,0.32,Health,Expert
42.95,0.73,4.86,179.15,1006.91,0.3,13.26,1.69,0.31,Health,Speedrunner
59.57,0.92,2.09,154.47,1068.28,0.0,5.34,0.0,0.85,Sword Damage,Berserker
20.46,1.0,6.72,3.14,751.92,1.0,5.4,0.0,0.04,Shield,Tactic
29.51,0.99,5.26,28.06,888.45,0.62,15.74,3.32,0.24,Bow Damage,Expert
25.68,0.58,4.48,129.62,517.05,0.51,5.86,2.52,0.41,Health,Unskilful
92.33,0.82,1.69,226.49,1640.28,0.0,0.06,0.0,0.82,Sword Damage,Berserker
23.81,0.95,5.04,122.42,562.22,0.45,6.6,1.45,0.24,Velocity,Expert
20.6,0.93,6.16,47.83,676.39,1.0,4.68,1.85,0.11,Bow Damage,Tactic
40.17,0.99,3.6,83.09,1023.78,0.3,17.27,7.13,0.54,Sword Damage,Speedrunner
28.34,0.63,4.62,105.99,493.57,0.27,5.02,5.74,0.44,Max Health,Unskilful
59.58,0.91,2.23,166.19,1190.52,0.0,5.19,0.02,0.82,Sword Damage,Berserker
20.98,1.0,7.28,0.2,716.36,1.0,8.34,0.04,0.04,Bow Damage,Tactic
19.56,0.84,6.29,19.07,570.31,0.96,6.96,1.39,0.1,Shield,Tactic
21.7,0.99,6.32,13.0,735.64,0.85,6.64,3.39,0.11,Armor,Tactic
19.88,0.99,5.69,24.49,724.07,0.98,8.62,1.76,0.08,Bow Damage,Tactic
28.31,0.94,4.92,96.81,1406.21,0.72,12.96,4.9,0.23,Health,Expert
38.07,0.56,4.65,136.76,615.69,0.47,5.74,5.55,0.31,Health,Unskilful
21.28,1.0,5.11,0.0,798.68,1.0,9.21,0.0,0.11,Armor,Tactic
21.58,0.92,5.42,0.12,688.84,1.0,9.97,1.59,0.1,Velocity,Tactic
57.24,0.88,2.65,246.86,1192.74,0.0,9.74,0.0,0.77,Sword Damage,Berserker
19.33,0.92,5.91,5.62,616.7,0.99,5.24,0.04,0.0,Bow Damage,Tactic
39.6,0.89,3.99,242.52,844.54,0.0,13.87,0.0,0.68,Sword Damage,Berserker
39.18,0.43,3.31,95.0,449.93,0.17,4.82,5.66,0.43,Shield,Unskilful
52.78,0.88,2.69,247.7,1087.59,0.0,9.53,0.0,0.72,Health,Berserker
60.64,0.94,1.62,335.46,1491.89,0.0,2.96,0.0,0.79,Velocity,Berserker
33.9,0.85,4.68,99.53,810.75,0.5,9.16,1.82,0.33,Health,Expert
32.89,0.63,4.21,178.23,645.99,0.39,3.61,3.77,0.36,Armor,Unskilful
17.47,0.91,6.84,3.13,556.09,1.0,12.96,2.17,0.09,Bow Damage,Tactic
37.74,0.55,4.71,118.71,599.09,0.48,5.02,3.6,0.32,Shield,Unskilful
62.8,0.81,3.04,161.5,1156.96,0.0,8.85,0.0,0.73,Velocity,Berserker
29.98,0.87,5.03,49.35,850.76,0.5,13.91,5.75,0.33,Shield,Expert
45.37,0.94,3.68,92.03,1171.0,0.43,11.63,7.22,0.46,Shield,Expert
60.66,0.95,3.43,121.83,1198.56,0.0,18.37,0.0,0.68,Velocity,Berserker
60.17,0.84,1.72,267.9,924.64,0.0,12.77,0.0,0.95,Sword Damage,Berserker
53.33,0.8,3.15,199.88,1191.69,0.26,21.5,2.71,0.63,Health,Speedrunner
24.51,1.0,4.52,4.37,784.81,0.86,9.6,1.91,0.19,Max Health,Tactic
24.96,0.95,5.15,137.22,573.09,0.47,7.13,1.33,0.25,Velocity,Expert
30.1,0.88,4.53,170.3,755.18,0.47,7.23,5.23,0.25,Health,Unskilful
54.29,0.87,4.83,200.54,1007.29,0.0,10.92,0.2,0.67,Health,Berserker
36.98,0.41,3.3,97.51,490.94,0.15,4.97,5.88,0.45,Shield,Unskilful
20.93,0.99,7.04,3.01,709.45,1.0,9.01,0.09,0.03,Bow Damage,Tactic
38.56,0.55,3.18,107.77,549.07,0.32,6.53,2.21,0.58,Armor,Unskilful
45.63,0.89,4.37,228.93,1153.29,0.35,16.64,3.41,0.3,Health,Speedrunner
28.38,0.7,4.36,120.28,595.29,0.42,8.1,5.11,0.36,Armor,Unskilful
63.27,0.89,3.62,182.83,1387.38,0.25,18.17,5.39,0.56,Velocity,Speedrunner
35.83,0.94,5.04,123.17,1279.17,0.3,11.02,1.94,0.27,Health,Expert
31.25,0.53,5.57,103.36,501.17,0.65,3.87,2.0,0.19,Health,Unskilful
22.27,0.89,4.25,188.09,573.42,0.42,10.52,2.31,0.2,Sword Damage,Expert
28.03,0.6,4.71,100.68,513.18,0.31,4.67,5.7,0.39,Max Health,Unskilful
29.71,0.88,4.72,38.36,889.94,0.48,13.12,5.95,0.31,Shield,Expert
27.45,0.65,4.65,96.91,518.79,0.28,4.89,5.74,0.43,Max Health,Unskilful
45.04,0.82,4.11,146.55,1055.2,0.34,17.29,7.08,0.44,Velocity,Speedrunner
20.85,0.86,6.56,34.1,619.15,1.0,7.87,0.01,0.09,Armor,Tactic
74.06,0.92,1.93,254.14,1330.87,0.0,9.76,0.0,0.86,Health,Berserker
30.18,0.87,4.48,44.06,857.63,0.53,11.79,4.0,0.26,Velocity,Expert
28.97,1.0,5.41,15.03,791.85,0.58,17.58,3.73,0.25,Bow Damage,Expert
27.05,0.68,4.53,108.2,469.45,0.45,7.79,7.09,0.33,Shield,Unskilful
62.01,0.89,3.61,189.41,1383.34,0.23,18.79,5.04,0.55,Velocity,Speedrunner
44.08,0.93,3.21,319.06,980.68,0.0,15.44,0.93,0.52,Sword Damage,Berserker
60.13,0.81,3.53,353.4,1245.05,0.0,13.97,0.01,0.65,Velocity,Berserker
74.46,0.89,3.17,260.88,1567.6,0.11,6.83,7.44,0.71,Sword Damage,Speedrunner
35.57,0.91,3.43,66.63,1208.21,0.5,12.5,3.22,0.34,Velocity,Speedrunner
37.91,1.0,4.39,139.86,1238.28,0.58,14.72,3.18,0.25,Sword Damage,Speedrunner
22.66,0.93,5.19,37.39,696.62,0.69,11.49,2.81,0.14,Shield,Expert
28.66,0.79,4.7,126.47,589.15,0.49,4.05,2.69,0.35,Shield,Unskilful
20.3,0.98,6.71,0.0,734.73,1.0,8.36,0.0,0.06,Shield,Tactic
26.94,0.88,4.22,53.21,747.27,0.66,15.14,1.75,0.31,Bow Damage,Expert
54.29,0.89,2.9,238.87,1114.65,0.0,9.69,0.05,0.72,Health,Berserker
52.75,0.79,3.06,207.58,1196.82,0.27,20.97,3.11,0.65,Health,Speedrunner
29.05,0.86,4.27,85.74,823.68,0.58,13.58,2.98,0.37,Shield,Expert
19.88,0.93,5.79,4.21,620.58,0.99,6.24,0.77,0.0,Bow Damage,Tactic
75.59,1.0,2.6,326.01,2067.3,0.0,4.69,0.03,0.73,Health,Berserker
65.24,1.0,2.17,154.69,1674.45,0.38,11.08,7.27,0.74,Velocity,Speedrunner
27.87,0.75,4.65,127.83,616.54,0.48,3.76,2.42,0.31,Shield,Unskilful
21.63,1.0,5.46,21.65,744.06,0.99,12.66,0.47,0.07,Armor,Tactic
15.52,0.8,7.41,21.87,455.88,0.96,8.54,1.42,0.01,Shield,Tactic
22.58,0.99,5.61,16.49,797.0,0.99,6.43,9.33,0.1,Armor,Tactic
58.31,0.95,3.54,149.89,1270.59,0.0,18.35,0.0,0.68,Velocity,Berserker
19.3,0.91,5.8,0.0,605.03,0.99,5.85,0.0,0.0,Bow Damage,Tactic
18.37,0.81,6.39,1.9,545.02,1.0,4.74,0.0,0.03,Armor,Tactic
63.11,1.0,1.92,166.68,1714.25,0.41,10.86,7.39,0.71,Velocity,Speedrunner
34.43,0.59,4.82,170.35,598.35,0.43,4.94,1.93,0.52,Health,Unskilful
24.62,0.62,4.68,127.28,519.8,0.53,5.7,2.68,0.46,Health,Unskilful
57.49,0.8,2.85,167.08,1173.53,0.0,7.09,0.03,0.74,Velocity,Berserker
18.89,0.81,6.39,1.1,527.75,0.99,5.71,0.0,0.03,Armor,Tactic
29.94,1.0,5.38,55.33,911.89,0.54,7.36,6.81,0.26,Bow Damage,Expert
31.85,0.67,4.43,123.31,590.71,0.51,4.84,5.98,0.22,Max Health,Unskilful
35.18,0.46,4.89,98.49,477.79,0.44,9.47,4.24,0.18,Health,Unskilful
27.45,0.99,5.35,29.08,848.43,0.61,16.06,3.57,0.25,Bow Damage,Expert
75.84,0.9,1.93,233.45,1358.53,0.0,9.66,0.14,0.83,Health,Berserker
21.28,0.88,4.42,191.34,544.95,0.41,10.41,2.46,0.25,Sword Damage,Expert
21.17,0.99,6.77,2.57,723.99,1.0,8.52,0.0,0.08,Shield,Tactic
55.59,0.87,4.89,177.77,885.7,0.0,10.15,0.11,0.68,Health,Berserker
51.31,0.9,3.58,157.6,1267.3,0.42,13.71,8.88,0.59,Bow Damage,Speedrunner
22.43,0.67,5.11,100.92,508.27,0.65,9.12,6.05,0.18,Health,Unskilful
29.24,0.94,4.79,6.1,839.59,0.74,16.17,1.67,0.24,Bow Damage,Expert
24.01,0.96,5.21,143.14,606.44,0.47,6.38,0.95,0.31,Velocity,Expert
53.12,1.0,2.7,197.54,1587.71,0.26,14.36,6.61,0.61,Velocity,Speedrunner
51.35,0.82,3.64,298.63,1019.34,0.0,10.29,0.02,0.78,Health,Berserker
35.4,0.93,3.28,52.67,1099.92,0.38,14.05,5.06,0.47,Sword Damage,Expert
27.3,0.89,4.42,13.47,627.3,0.66,13.7,4.7,0.22,Velocity,Expert
33.79,0.58,4.57,132.64,595.76,0.42,7.21,6.03,0.33,Shield,Unskilful
41.25,0.94,4.07,272.29,1273.74,0.43,12.66,0.38,0.48,Velocity,Speedrunner
62.91,0.9,3.59,173.67,1375.71,0.24,18.69,6.99,0.57,Velocity,Speedrunner
19.77,0.92,7.61,22.98,660.48,0.99,0.28,0.11,0.0,Max Health,Tactic
64.07,0.95,2.15,231.77,1104.81,0.0,9.34,0.0,0.76,Health,Berserker
21.1,0.99,6.8,3.32,741.28,1.0,7.13,0.0,0.05,Shield,Tactic
23.42,0.83,1.75,148.42,598.18,0.61,11.14,1.96,0.92,Velocity,Expert
24.94,0.59,5.12,87.16,401.87,0.43,5.41,3.7,0.24,Max Health,Unskilful
20.77,0.93,6.1,46.6,708.29,1.0,4.61,2.15,0.12,Bow Damage,Tactic
28.04,1.0,5.3,19.66,790.48,0.61,16.56,3.05,0.22,Bow Damage,Expert
75.26,0.89,2.95,257.33,1573.55,0.11,6.97,7.16,0.73,Sword Damage,Speedrunner
55.29,0.86,4.81,192.22,981.13,0.0,11.42,0.21,0.67,Health,Berserker
63.59,0.87,2.44,230.94,1144.12,0.0,17.1,2.9,0.76,Armor,Berserker
27.51,0.87,4.23,95.31,755.83,0.59,13.62,3.81,0.4,Shield,Expert
49.67,0.87,2.97,243.9,1213.06,0.0,9.35,0.0,0.75,Health,Berserker
39.63,0.93,3.39,126.84,1000.22,0.0,13.02,0.0,0.52,Velocity,Berserker
32.15,0.87,4.49,35.24,884.36,0.52,13.07,5.49,0.31,Shield,Expert
93.11,0.83,1.72,223.91,1507.49,0.0,0.26,0.1,0.82,Sword Damage,Berserker
33.69,0.86,4.52,89.64,761.06,0.49,7.85,1.81,0.34,Health,Expert
61.91,0.83,2.67,307.21,1124.01,0.0,13.15,0.04,0.77,Max Health,Berserker
30.5,0.88,4.56,43.99,915.38,0.53,11.63,3.38,0.27,Velocity,Expert
26.93,0.92,3.65,79.25,798.21,0.64,15.91,6.84,0.3,Bow Damage,Expert
37.05,0.49,6.11,144.7,662.17,0.55,2.89,1.75,0.14,Shield,Unskilful
16.4,0.92,6.44,117.51,515.62,1.0,11.82,0.0,0.01,Armor,Tactic
21.78,0.9,6.32,10.27,676.12,0.99,10.05,3.77,0.07,Bow Damage,Tactic
49.52,0.96,3.62,194.65,1154.14,0.39,13.57,5.92,0.56,Velocity,Speedrunner
54.3,0.85,4.91,189.71,995.55,0.0,11.41,0.09,0.67,Health,Berserker
54.17,0.79,3.1,183.92,1192.24,0.25,21.02,2.52,0.63,Health,Speedrunner
35.65,0.83,2.33,253.26,813.15,0.3,15.04,1.89,0.78,Velocity,Speedrunner
18.54,0.91,6.06,85.34,581.97,0.88,4.35,2.04,0.22,Max Health,Tactic
60.96,0.93,3.49,114.6,1209.86,0.0,19.18,0.02,0.65,Velocity,Berserker
30.58,0.93,4.88,159.83,1302.44,0.61,11.36,3.61,0.28,Bow Damage,Expert
34.13,0.78,3.0,146.48,815.77,0.37,3.4,6.93,0.49,Velocity,Unskilful
29.11,0.88,5.89,41.37,1320.43,0.62,12.78,3.35,0.21,Velocity,Expert
12.02,0.91,4.02,62.34,402.76,1.0,6.45,0.51,0.36,Armor,Tactic
29.25,0.89,4.75,16.65,680.78,0.66,12.97,4.89,0.23,Velocity,Expert
20.9,0.98,5.2,41.07,764.37,0.81,9.72,1.15,0.17,Bow Damage,Tactic
20.76,1.0,7.07,0.0,755.79,0.99,8.83,0.0,0.03,Bow Damage,Tactic
39.31,0.94,3.68,243.01,1145.6,0.47,18.25,2.03,0.35,Velocity,Speedrunner
50.85,0.89,2.39,245.31,1126.7,0.2,10.51,2.76,0.69,Sword Damage,Speedrunner
65.48,0.77,2.41,280.26,1574.11,0.0,12.17,0.02,0.81,Velocity,Berserker
54.1,0.84,3.19,200.96,1139.29,0.0,13.76,0.06,0.66,Max Health,Berserker
38.62,0.56,4.89,123.57,614.21,0.51,4.63,3.61,0.3,Shield,Unskilful
58.33,0.98,3.03,242.74,1445.08,0.17,6.43,6.6,0.58,Bow Damage,Speedrunner
46.35,0.96,3.49,334.79,942.66,0.0,15.89,1.0,0.53,Sword Damage,Berserker
49.38,0.88,3.62,131.04,1279.08,0.38,13.9,7.61,0.59,Bow Damage,Speedrunner
21.75,1.0,5.36,31.07,722.42,0.79,9.32,1.55,0.17,Bow Damage,Tactic
32.37,0.6,4.31,120.87,619.04,0.5,5.78,5.32,0.31,Armor,Unskilful
60.48,0.9,4.55,184.49,1351.77,0.23,14.69,5.75,0.6,Velocity,Speedrunner
29.21,0.84,4.87,43.02,764.44,0.58,14.38,4.83,0.21,Sword Damage,Expert
21.49,0.68,5.24,106.3,488.37,0.63,9.61,5.79,0.19,Health,Unskilful
32.03,1.0,4.89,22.74,924.47,0.59,14.34,5.91,0.28,Bow Damage,Expert
60.95,1.0,3.24,258.99,1679.78,0.17,11.09,7.52,0.74,Max Health,Speedrunner
58.36,0.86,1.98,240.82,1137.97,0.0,13.8,0.15,0.78,Sword Damage,Berserker
23.42,0.91,5.3,47.67,1050.95,0.8,9.47,2.63,0.15,Health,Expert
45.62,1.0,3.09,106.21,1239.68,0.39,19.22,8.68,0.56,Bow Damage,Expert
21.89,0.92,6.29,15.34,673.13,1.0,9.52,3.54,0.07,Bow Damage,Tactic
37.58,1.0,3.61,76.09,1033.47,0.31,16.93,7.16,0.57,Sword Damage,Speedrunner
60.54,0.9,1.45,172.41,1162.0,0.0,5.29,0.0,0.84,Sword Damage,Berserker
26.89,0.98,5.9,24.9,836.76,0.81,9.16,2.08,0.21,Shield,Tactic
30.99,0.93,4.82,152.71,1368.23,0.57,11.49,3.88,0.27,Bow Damage,Expert
71.37,0.91,3.64,217.91,1277.73,0.0,13.72,0.0,0.77,Sword Damage,Berserker
40.37,0.6,3.43,126.56,608.33,0.29,1.4,5.51,0.51,Shield,Unskilful
21.91,0.83,1.69,132.32,532.32,0.58,11.71,1.86,0.89,Velocity,Expert
19.83,0.86,6.35,62.92,642.29,0.92,10.4,2.97,0.07,Armor,Tactic
36.49,0.38,5.47,96.6,477.64,0.41,6.44,5.37,0.26,Health,Unskilful
21.83,1.0,5.24,25.43,704.01,0.77,9.27,1.26,0.17,Bow Damage,Tactic
39.75,1.0,4.48,49.86,1270.8,0.36,5.7,9.66,0.53,Velocity,Speedrunner
21.16,1.0,6.67,5.41,741.69,0.97,5.78,0.0,0.02,Shield,Tactic
21.27,0.9,6.1,48.48,696.38,1.0,4.08,2.0,0.12,Bow Damage,Tactic
65.49,0.83,2.74,327.59,1151.18,0.0,12.53,0.14,0.77,Max Health,Berserker
37.43,0.92,3.44,47.45,1292.43,0.5,13.09,3.33,0.35,Velocity,Speedrunner
51.86,0.82,4.15,149.35,869.95,0.0,10.93,0.0,0.75,Max Health,Berserker
30.74,0.71,4.16,194.66,727.63,0.37,2.92,6.17,0.43,Health,Unskilful
28.68,0.83,4.9,52.44,773.19,0.58,15.79,4.93,0.17,Sword Damage,Expert
41.97,0.81,4.16,153.63,970.98,0.32,16.49,6.51,0.47,Velocity,Speedrunner
22.15,0.67,7.26,16.86,483.18,0.78,6.57,0.31,0.05,Bow Damage,Tactic
63.12,0.79,2.4,165.54,1173.32,0.0,15.22,0.0,0.69,Sword Damage,Berserker
23.13,0.73,5.81,26.25,550.28,0.7,12.45,3.64,0.18,Armor,Tactic
47.66,0.82,3.28,64.29,840.96,0.0,10.96,0.01,0.61,Velocity,Berserker
35.7,0.38,5.72,90.93,460.15,0.41,6.11,5.32,0.28,Health,Unskilful
53.27,0.7,4.26,71.82,1064.19,0.23,14.49,2.78,0.53,Max Health,Speedrunner
34.32,0.99,3.94,90.48,1020.42,0.48,11.27,4.59,0.33,Sword Damage,Expert
31.27,0.86,4.36,45.75,848.36,0.53,11.49,4.06,0.27,Velocity,Expert
27.9,0.99,5.31,136.04,1251.27,0.52,9.15,3.29,0.33,Health,Expert
27.33,0.64,4.47,102.03,517.62,0.31,4.86,5.3,0.41,Max Health,Unskilful
68.11,0.77,3.37,123.11,1076.06,0.0,13.7,0.0,0.74,Sword Damage,Berserker
21.48,0.89,4.07,191.41,635.87,0.42,11.33,1.94,0.26,Sword Damage,Expert
36.58,0.6,4.05,148.49,563.07,0.31,4.11,3.75,0.6,Health,Unskilful
21.16,1.0,6.94,0.0,726.68,1.0,8.71,0.0,0.01,Bow Damage,Tactic
55.62,0.86,5.06,181.6,999.82,0.0,11.45,0.02,0.67,Health,Berserker
75.64,0.89,1.73,246.98,1377.76,0.0,9.47,0.18,0.85,Health,Berserker
46.23,0.9,2.92,172.78,1097.28,0.43,17.49,6.74,0.55,Bow Damage,Speedrunner
27.87,0.51,5.68,101.26,510.11,0.68,4.16,2.27,0.16,Health,Unskilful
45.09,0.9,4.04,200.42,1545.22,0.38,7.06,2.99,0.41,Health,Speedrunner
26.15,1.0,5.78,16.79,793.83,0.8,8.71,2.25,0.23,Shield,Tactic
41.23,0.91,4.5,208.44,988.41,0.3,12.49,5.3,0.48,Velocity,Speedrunner
21.14,0.99,6.63,0.0,740.55,1.0,7.08,0.04,0.07,Shield,Tactic
22.9,0.63,5.25,91.37,374.06,0.47,5.06,3.37,0.23,Max Health,Unskilful
21.5,0.9,5.51,34.81,995.6,0.8,9.05,2.15,0.19,Health,Expert
27.35,1.0,5.3,27.01,833.83,0.65,17.51,3.45,0.24,Bow Damage,Expert
57.48,0.87,1.87,261.6,1095.96,0.0,13.52,0.05,0.79,Sword Damage,Berserker
29.73,0.87,4.57,53.18,861.51,0.5,13.34,6.02,0.3,Shield,Expert
27.45,0.62,4.59,95.29,509.74,0.32,4.87,5.59,0.39,Max Health,Unskilful
29.15,0.82,5.22,34.7,794.13,0.56,14.53,4.57,0.21,Sword Damage,Expert
39.6,1.0,4.28,133.66,1290.88,0.57,14.22,3.66,0.3,Sword Damage,Speedrunner
18.8,0.91,5.93,81.79,569.75,0.87,5.78,2.34,0.24,Max Health,Tactic
17.63,0.94,6.78,0.0,547.0,0.99,12.81,2.19,0.09,Bow Damage,Tactic
28.47,0.94,6.34,65.2,789.98,0.65,8.46,5.67,0.23,Shield,Expert
33.97,0.56,4.46,143.51,588.42,0.43,7.09,6.12,0.29,Shield,Unskilful
30.04,0.81,3.74,171.3,726.23,0.38,3.71,5.39,0.48,Armor,Unskilful
21.34,1.0,6.22,17.11,706.0,0.87,5.9,3.65,0.08,Armor,Tactic
34.42,0.74,3.81,139.29,645.18,0.48,6.32,6.31,0.39,Armor,Unskilful
25.52,1.0,4.75,17.79,744.15,0.61,4.86,5.45,0.33,Max Health,Tactic
49.4,0.91,3.63,135.82,1200.31,0.41,14.52,8.32,0.59,Bow Damage,Speedrunner
30.76,0.8,5.38,139.38,775.75,0.35,6.49,3.38,0.2,Max Health,Unskilful
39.97,0.9,4.46,211.02,982.59,0.31,11.92,5.32,0.46,Velocity,Speedrunner
26.0,0.99,4.95,19.11,733.95,0.57,5.65,5.44,0.32,Max Health,Tactic
58.45,0.95,3.26,131.57,1201.67,0.0,19.72,0.04,0.67,Velocity,Berserker
20.28,0.86,6.58,53.61,628.43,0.92,10.83,3.13,0.07,Armor,Tactic
29.68,1.0,5.33,45.75,876.85,0.57,8.14,6.05,0.21,Bow Damage,Expert
20.61,1.0,6.76,10.71,731.97,0.99,8.79,0.0,0.06,Shield,Tactic
39.1,0.57,3.37,109.99,539.82,0.32,6.12,2.48,0.56,Armor,Unskilful
22.02,0.82,1.85,138.69,577.31,0.59,10.85,1.93,0.87,Velocity,Expert
57.77,0.81,3.44,364.58,1189.87,0.0,14.04,0.1,0.67,Velocity,Berserker
20.83,0.94,6.25,52.27,665.99,1.0,5.22,0.65,0.09,Bow Damage,Tactic
40.24,1.0,5.36,52.4,1174.43,0.69,4.15,3.55,0.36,Bow Damage,Expert
48.01,0.79,4.67,377.86,1111.86,0.26,9.68,3.86,0.3,Velocity,Speedrunner
44.6,0.73,3.72,169.82,865.84,0.37,15.46,2.0,0.54,Velocity,Speedrunner
34.28,0.7,3.9,136.78,697.34,0.45,6.18,6.45,0.38,Armor,Unskilful
16.22,0.94,6.25,73.14,551.07,1.0,6.2,0.61,0.02,Bow Damage,Tactic
35.69,0.66,3.81,149.1,629.58,0.31,3.79,4.24,0.63,Health,Unskilful
41.91,0.89,3.71,240.24,941.28,0.0,12.69,0.04,0.67,Sword Damage,Berserker
22.25,0.93,4.55,17.94,690.19,0.86,12.52,3.53,0.19,Shield,Tactic
20.09,1.0,6.71,7.13,737.39,1.0,8.49,0.16,0.06,Shield,Tactic
40.92,0.62,3.46,125.47,586.32,0.25,0.99,5.45,0.53,Shield,Unskilful
20.76,0.99,7.22,0.0,743.44,1.0,8.43,0.0,0.05,Bow Damage,Tactic
26.9,0.64,4.7,96.57,506.96,0.28,4.61,5.39,0.38,Max Health,Unskilful
49.7,0.54,2.28,154.95,725.03,0.22,5.14,3.16,0.77,Max Health,Unskilful
